run_id,config_id,dataset,seed,M,B,S,O,E,X_M,X_B,X_S,X_O,X_E,n_experiments,n_model_families,search_width,refinement_rate,mean_hypothesis_chars,best_cv,regret_cv,best_val,regret_val,regret_per_call,n_experiments_full,n_model_families_full,search_width_full,refinement_rate_full,mean_hypothesis_chars_full,best_cv_full,regret_cv_full,best_val_full,regret_val_full,regret_per_call_full,complied_S,complied_B,terminated_by,n_bad_replies
DRYRUN,M0-B0-S0-O0-E0,breast_cancer,0,0,0,0,0,0,-1,-1,-1,-1,-1,3,2,0.306122,0.5,12.33,0.962342,0.744418,0.94152,1.5,0.248139,4,2,0.306122,0.666667,12.75,0.962342,0.744418,0.94152,1.5,0.186105,False,False,model_stop,0
